Codice;Nome pozzo;Anno;Scopo;Esito;Prof;Tipo titolo;Nome titolo ;Operatore;Provincia/ Zona;Terra/ Mare;Latitudine;Longitudine;Profilo;Disp;Pdf
5195;RIPALTA 004;1950;S;GA;1600;R;RIPALTA;AGIP;CR;T;45°18'59,09'';02°45'07,23'' W;0;Sì;No
5196;RIPALTA 005;1950;S;GA;1566;R;RIPALTA;AGIP;CR;T;45°18'42,69'';02°45'13,11'' W;0;Sì;No
5198;RIPALTA 007;1950;S;GA;1655;R;RIPALTA;AGIP;CR;T;45°18'41,23'';02°44'43,63'' W;0;Sì;No
164;AMBROGIO 022;1949;S;GA;245;R;AMBROGIO;CENTRALE LAZZI;FE;T;;E;0;No;No
165;AMBROGIO 023;1949;S;GA;549;R;AMBROGIO;CENTRALE LAZZI;FE;T;;E;0;No;No
166;AMBROGIO 024;1949;S;GA;654;R;AMBROGIO;CENTRALE LAZZI;FE;T;;E;0;No;No
167;AMBROGIO 025;1949;S;GA;237;R;AMBROGIO;CENTRALE LAZZI;FE;T;;E;0;No;No
847;BONIFICA UMANA 013;1949;S;NP;550;X;Non disponibile;Sconosciuto;FE;T;;E;0;No;No
1027;CA' LATTIS 001;1949;E;X;503;R;CASSELLA;AGIP;RO;T;44°51'48,00'';00°05'31,00'' W;0;Sì;No
1028;CA' LATTIS 002;1949;S;X;503;R;CASSELLA;AGIP;RO;T;44°51'46,00'';00°05'29,00'' W;0;Sì;No
1029;CA' LATTIS 003;1949;S;X;504;R;CASSELLA;AGIP;RO;T;44°51'50,00'';00°05'33,00'' W;0;Sì;No
1030;CA' LATTIS 004;1949;S;X;505;R;CASSELLA;AGIP;RO;T;44°51'56,00'';00°05'40,00'' W;0;Sì;No
1428;CAVIAGA 013;1949;S;X;1452;M;CAVIAGA;AGIP;MI;T;45°16'06,00'';02°52'14,90'' W;0;No;No
1429;CAVIAGA 014;1949;S;X;1451;M;CAVIAGA;AGIP;MI;T;45°15'42,10'';02°51'44,20'' W;0;No;No
1430;CAVIAGA 015;1949;S;GA;1450;M;CAVIAGA;AGIP;MI;T;45°15'33,40'';02°51'11,90'' W;0;No;No
1431;CAVIAGA 016;1949;S;GA;1511;M;CAVIAGA;AGIP;MI;T;45°15'21,50'';02°49'55,90'' W;0;No;No
1676;CHIAVICHINO 020;1949;S;GA;537;R;GRADIZZA;AGIP;FE;T;44°56'52,90'';00°40'37,00'' W;0;Sì;No
2036;CORTEMAGGIORE 001;1949;E;OG;1904;M;CORTEMAGGIORE;AGIP;PC;T;44°59'42,16'';02°27'50,40'' W;3259;No;No
2037;CORTEMAGGIORE 002;1949;S;GA;1641;M;CORTEMAGGIORE;AGIP;PC;T;44°59'43,13'';02°28'21,63'' W;3259;No;No
2038;CORTEMAGGIORE 003;1949;S;GA;1737;M;CORTEMAGGIORE;AGIP;PC;T;44°59'22,20'';02°28'04,80'' W;3259;No;No
2347;DIAMANTINA 008;1949;S;NP;618;C;DIAMANTINA;AGIP;FE;T;44°53'03,00'';00°57'21,00'' W;0;No;No
2958;GHIARONE 002;1949;S;GA;507;M;TRESIGALLO;AGIP;FE;T;44°47'07,00'';00°30'15,00'' W;0;Sì;No
3426;MAGLI 021;1949;E;NP;951;X;MAGLI;Sconosciuto;MC;T;43°02'45,00'';00°55'53,00'' E;0;No;No
3496;MARCOZZI 005;1949;S;GA;497;R;FIUME PO;AGIP;RO;T;45°03'39,00'';00°14'09,00'' W;0;Sì;No
3830;MONTALBANO 006;1949;S;GA;328;R;FIUME RENO;AGIP;FE;T;44°43'22,10'';00°52'39,40'' W;0;Sì;No
3831;MONTALBANO 007;1949;S;NP;364;R;FIUME RENO;AGIP;FE;T;44°43'44,60'';00°52'15,90'' W;0;Sì;No
3832;MONTALBANO 008;1949;S;NP;456;R;FIUME RENO;AGIP;FE;T;44°43'55,60'';00°52'56,40'' W;0;Sì;No
3833;MONTALBANO 009;1949;S;GA;328;R;FIUME RENO;AGIP;FE;T;44°43'04,60'';00°52'19,90'' W;0;Sì;No
4419;PILA 013;1949;S;GA;526;R;FIUME PO;AGIP;RO;T;44°58'23,00'';00°02'11,00'' W;0;Sì;No
4420;PILA 014;1949;S;GA;600;R;FIUME PO;AGIP;RO;T;44°58'38,00'';00°01'40,00'' W;0;Sì;No
4539;POGGIO RENATICO 001;1949;E;X;656;C;POGGIO RENATICO;AGIP;FE;T;44°45'48,00'';00°59'01,00'' W;0;No;No
5192;RIPALTA 001;1949;E;GA;1636;R;RIPALTA;AGIP;CR;T;45°19'00,20'';02°46'03,90'' W;0;Sì;No
5295;RIPI 040;1949;S;OL;280;X;RIPI;AGIP;FR;T;41°35'52,00'';00°59'20,00'' E;0;No;No
5605;S.GIORGIO PIACENTINO 014;1949;S;NP;1402;R;FIUME TREBBIA;AGIP;PC;T;44°56'34,50'';02°43'22,60'' W;0;Sì;No
5606;S.GIORGIO PIACENTINO 015;1949;S;GA;1450;R;FIUME TREBBIA;AGIP;PC;T;44°56'38,50'';02°44'07,10'' W;0;Sì;No
6276;SPINAZZINO 004;1949;E;NP;1141;R;FIUME RENO;AGIP;FE;T;44°43'40,10'';00°50'09,90'' W;0;Sì;No
1038;CA' TRON 002;1948;S;X;516;C;CA' TRON;AGIP;RO;T;45°04'58,00'';00°29'43,00'' W;0;No;No
1421;CAVIAGA 006;1948;S;GA;2514;M;CAVIAGA;AGIP;MI;T;45°15'53,90'';02°52'23,50'' W;0;No;No
1423;CAVIAGA 008;1948;S;GA;1465;M;CAVIAGA;AGIP;MI;T;45°16'08,10'';02°52'55,30'' W;0;No;No
1424;CAVIAGA 009;1948;S;GA;1522;M;CAVIAGA;AGIP;MI;T;45°15'47,30'';02°52'47,00'' W;0;No;No
1425;CAVIAGA 010;1948;S;NP;1575;M;CAVIAGA;AGIP;MI;T;45°16'17,80'';02°53'55,10'' W;0;No;No
1426;CAVIAGA 011;1948;S;GA;1465;M;CAVIAGA;AGIP;MI;T;45°15'53,40'';02°51'55,90'' W;0;No;No
1427;CAVIAGA 012;1948;S;GA;1525;M;CAVIAGA;AGIP;MI;T;45°16'23,30'';02°53'30,90'' W;0;No;No
1880;COLOMBARE 003;1948;S;NP;365;C;COLOMBARE;AGIP;PD;T;45°04'45,00'';00°39'49,00'' W;0;No;No
1881;COLOMBARE 004;1948;S;GA;370;C;COLOMBARE;AGIP;PD;T;45°04'53,00'';00°39'45,00'' W;0;No;No
1929;CONSANDOLO C 151;1948;E;GA;1003;C;CONSANDOLO;AGIP;FE;T;44°38'53,00'';00°38'34,00'' W;3366;Sì;No
1988;CORPO RENO 027;1948;S;GA;117;C;CORPO RENO;AGIP;FE;T;44°45'22,00'';01°09'05,00'' W;3367;Sì;No
2787;GAIBANA 001;1948;S;GA;708;R;DUCENTOLA;AGIP;FE;T;44°45'41,00'';00°47'48,00'' W;3633;Sì;No
2788;GAIBANA 002;1948;S;GA;552;R;FIUME RENO;AGIP;FE;T;44°44'34,90'';00°46'44,00'' W;0;Sì;No
2789;GAIBANA 003;1948;S;X;342;R;FIUME RENO;AGIP;FE;T;44°44'41,50'';00°47'01,00'' W;0;Sì;No
2790;GAIBANA 004;1948;S;GA;412;R;FIUME RENO;AGIP;FE;T;44°44'47,50'';00°46'17,00'' W;0;Sì;No
3452;MALCONTENTA 014;1948;S;GA;534;R;FIUME PO;AGIP;RO;T;44°59'30,00'';00°13'00,00'' W;0;Sì;No
3829;MONTALBANO 005;1948;S;NP;1332;R;FIUME RENO;AGIP;FE;T;44°44'19,00'';00°51'46,00'' W;0;Sì;No
4314;PENAVARA 001;1948;E;NP;589;C;PENAVARA;AGIP;FE;T;44°45'58,10'';00°52'26,90'' W;0;No;No
5293;RIPI 038;1948;E;NP;477;X;RIPI;AGIP;FR;T;41°36'26,00'';00°57'05,00'' E;0;No;No
5429;ROSSATI 006;1948;S;X;506;R;FIUME PO;AGIP;RO;T;45°02'21,00'';00°23'25,00'' W;0;Sì;No
5604;S.GIORGIO PIACENTINO 013;1948;S;GA;1417;R;FIUME TREBBIA;AGIP;PC;T;44°56'30,40'';02°42'12,10'' W;0;Sì;No
5908;SAGUEDO 006;1948;E;GA;690;X;SAGUEDO;AGIP;RO;T;45°05'38,00'';00°50'30,00'' W;0;No;No
6275;SPINAZZINO 003;1948;E;NP;897;R;FIUME RENO;AGIP;FE;T;44°43'41,10'';00°49'33,90'' W;0;Sì;No
1034;CA' PASTA 005;1947;S;GA;507;R;FIUME PO;AGIP;RO;T;44°58'44,00'';00°08'25,00'' W;0;Sì;No
1039;CA' VENDRAMIN 005;1947;S;X;414;R;FIUME PO;AGIP;RO;T;44°56'58,00'';00°09'17,00'' W;0;Sì;No
1211;CAPOBOSCO 009;1947;S;MG;497;C;CAPOBOSCO;AGIP;RO;T;45°00'08,50'';00°43'16,00'' W;0;No;No
1218;CAPPELLONA 025;1947;E;NP;430;R;FIUME PO;AGIP;RO;T;44°56'15,00'';00°09'45,00'' W;0;Sì;No
1413;CAVARZERE 001;1947;E;MG;668;X;Non disponibile;DISTILLERIE CAVARZERE;VE;T;;E;0;No;No
1418;CAVIAGA 003;1947;E;NP;1898;M;CAVIAGA;AGIP;MI;T;45°15'42,50'';02°53'07,60'' W;0;No;No
1419;CAVIAGA 004;1947;E;NP;1944;M;CAVIAGA;AGIP;MI;T;45°16'30,90'';02°52'45,40'' W;0;No;No
1420;CAVIAGA 005;1947;S;GA;1460;M;CAVIAGA;AGIP;MI;T;45°16'10,60'';02°53'17,50'' W;0;No;No
1422;CAVIAGA 007;1947;S;GA;1430;M;CAVIAGA;AGIP;MI;T;45°16'03,40'';02°52'40,60'' W;0;No;No
1561;CEREGNANO 001;1947;E;GA;446;X;CEREGNANO;AGIP;RO;T;45°02'11,00'';00°41'16,00'' W;0;No;No
1674;CHIAVICHINO 015;1947;S;GA;444;R;GRADIZZA;AGIP;FE;T;44°57'04,00'';00°39'45,00'' W;0;Sì;No
1675;CHIAVICHINO 016;1947;S;GA;474;R;GRADIZZA;AGIP;FE;T;44°56'55,90'';00°39'48,00'' W;0;Sì;No
1781;CIVE' 001;1947;E;NP;1212;X;Non disponibile;AGIP;VE;T;45°11'28,50'';00°15'18,50'' W;0;No;No
1985;CORPO RENO 016;1947;S;NP;115;C;CORPO RENO;AGIP;FE;T;44°45'31,50'';01°09'01,00'' W;3367;Sì;No
1986;CORPO RENO 017;1947;S;NP;167;C;CORPO RENO;AGIP;FE;T;44°45'40,00'';01°08'57,00'' W;3367;Sì;No
2242;CROCERONE 017;1947;S;GA;450;R;FIUME PO;AGIP;RO;T;44°57'32,00'';00°18'09,00'' W;0;No;No
3041;GRADO 007;1947;S;X;218;X;GRADO;AGIP;GO;T;45°40'53,00'';00°56'02,00'' E;0;No;No
3042;GRADO 008;1947;S;X;222;X;GRADO;AGIP;GO;T;45°40'53,50'';00°55'47,00'' E;0;No;No
3827;MONTALBANO 003;1947;S;NP;597;R;FIUME RENO;AGIP;FE;T;44°43'05,10'';00°53'19,90'' W;0;Sì;No
3828;MONTALBANO 004;1947;S;GA;325;R;FIUME RENO;AGIP;FE;T;44°43'15,10'';00°52'05,40'' W;0;Sì;No
5294;RIPI 039;1947;S;OL;194;X;RIPI;AGIP;FR;T;41°35'52,00'';00°59'25,00'' E;0;No;No
5329;RIVISONDOLI 001;1947;E;NP;240;R;RIVISONDOLI;SOMICEM;AQ;T;41°52'15,00'';01°37'38,00'' E;2222;Sì;No
5602;S.GIORGIO PIACENTINO 011;1947;S;GA;924;R;FIUME TREBBIA;AGIP;PC;T;44°56'38,20'';02°43'39,80'' W;0;Sì;No
5603;S.GIORGIO PIACENTINO 012;1947;S;GA;1100;R;FIUME TREBBIA;AGIP;PC;T;44°56'38,90'';02°43'13,10'' W;0;Sì;No
6274;SPINAZZINO 002;1947;E;NP;325;R;FIUME RENO;AGIP;FE;T;44°43'04,60'';00°51'17,40'' W;0;Sì;No
6696;VAL PAROLA 008;1947;S;OG;257;R;FIDENZA;AGIP;PR;T;44°46'27,70'';02°24'42,80'' W;0;Sì;No
6697;VAL PAROLA 009;1947;S;OG;253;R;FIDENZA;AGIP;PR;T;44°46'29,50'';02°24'52,60'' W;0;Sì;No
484;BANDO 005;1946;S;GA;303;C;BANDO;SPI;FE;T;44°39'24,80'';00°34'55,00'' W;3348;Sì;No
1115;CANALNUOVO 002;1946;E;GA;319;R;GRADIZZA;AGIP;RO;T;44°59'15,00'';00°30'21,00'' W;0;No;No
1196;CAO MARINA 023;1946;S;GA;232;R;S. A.METANO;S.A.METANO;RO;T;;E;0;No;No
1416;CAVIAGA 002;1946;S;GA;1986;M;CAVIAGA;AGIP;MI;T;45°16'00,60'';02°52'57,70'' W;0;No;No
1983;CORPO RENO 014;1946;S;GA;261;C;CORPO RENO;AGIP;FE;T;44°45'41,00'';01°08'48,00'' W;3367;Sì;No
2360;DOGARO 001;1946;E;NP;960;R;DOGARO;AGIP;MO;T;44°48'30,00'';01°14'22,00'' W;0;No;No
3437;MALALBERGO 001;1946;E;GA;330;R;FIUME RENO;Sconosciuto;BO;T;44°42'21,10'';00°52'19,40'' W;0;Sì;No
3826;MONTALBANO 002;1946;S;GA;330;R;FIUME RENO;AGIP;FE;T;44°42'54,10'';00°52'38,90'' W;0;Sì;No
5599;S.GIORGIO PIACENTINO 008;1946;S;GA;1073;R;FIUME TREBBIA;AGIP;PC;T;44°56'39,50'';02°43'21,10'' W;0;Sì;No
5600;S.GIORGIO PIACENTINO 009;1946;S;GA;930;R;FIUME TREBBIA;AGIP;PC;T;44°56'39,50'';02°43'01,70'' W;0;Sì;No
5601;S.GIORGIO PIACENTINO 010;1946;S;GA;934;R;FIUME TREBBIA;AGIP;PC;T;44°56'38,50'';02°43'31,10'' W;0;Sì;No
6312;TABIANO 032;1946;S;OG;122;X;TABIANO;AGIP;PR;T;;E;0;No;No
746;BELLENA 019;1945;S;NP;1062;R;FIDENZA;AGIP;PR;T;44°51'56,60'';02°15'47,40'' W;0;Sì;No
748;BELLENA 020;1945;S;NP;919;R;FIDENZA;AGIP;PR;T;44°52'01,80'';02°15'48,80'' W;0;Sì;No
1195;CAO MARINA 020;1945;S;GA;183;R;FIUME PO;S.A.METANO;RO;T;45°03'53,00'';00°13'28,00'' W;0;No;No
4528;PODENZANO 046;1945;S;GA;810;R;FIUME TREBBIA;AGIP;PC;T;44°56'41,20'';02°45'23,00'' W;0;Sì;No
4529;PODENZANO 048;1945;S;GA;862;R;FIUME TREBBIA;AGIP;PC;T;44°56'52,50'';02°46'00,50'' W;0;Sì;No
5162;RIO FERDANE 035;1945;E;NP;265;R;FIDENZA;AGIP;PR;T;44°48'12,40'';02°27'41,40'' W;0;Sì;No
5472;ROVACCHIA 030;1945;S;NP;262;R;FIDENZA;AGIP;PR;T;44°47'19,40'';02°25'57,80'' W;0;Sì;No
483;BANDO 004;1944;S;NP;352;C;BANDO;SPI;FE;T;44°38'57,30'';00°33'13,00'' W;3348;Sì;No
745;BELLENA 018;1944;S;NP;1004;R;FIDENZA;AGIP;PR;T;44°51'52,40'';02°15'08,40'' W;0;Sì;No
1414;CAVIAGA 001;1944;E;GA;1404;M;CAVIAGA;AGIP;MI;T;45°16'16,70'';02°52'53,50'' W;0;No;No
1980;CORPO RENO 011;1944;S;NP;131;C;CORPO RENO;AGIP;FE;T;44°45'29,00'';01°08'49,00'' W;3367;Sì;No
1981;CORPO RENO 012;1944;S;GA;121;C;CORPO RENO;AGIP;FE;T;44°45'32,00'';01°08'48,00'' W;3367;Sì;No
1982;CORPO RENO 013;1944;S;GA;351;C;CORPO RENO;AGIP;FE;T;44°45'22,00'';01°08'58,00'' W;3367;Sì;No
1984;CORPO RENO 015;1944;S;GA;126;C;CORPO RENO;AGIP;FE;T;44°45'41,50'';01°08'46,00'' W;3367;Sì;No
2241;CROCERONE 001;1944;E;GA;228;R;FIUME PO;AGIP;RO;T;44°57'22,00'';00°20'00,00'' W;0;Sì;No
3497;MARDIMAGO 002;1944;S;GA;647;X;MARDIMAGO;AGIP;RO;T;45°05'28,00'';00°37'45,00'' W;0;No;No
4525;PODENZANO 043;1944;S;NP;602;R;FIUME TREBBIA;AGIP;PC;T;44°56'54,00'';02°45'24,60'' W;0;Sì;No
4526;PODENZANO 044;1944;S;GA;821;R;FIUME TREBBIA;AGIP;PC;T;44°56'47,00'';02°45'54,60'' W;0;Sì;No
4527;PODENZANO 045;1944;S;GA;872;R;FIUME TREBBIA;AGIP;PC;T;44°56'49,70'';02°45'45,10'' W;0;Sì;No
5595;S.GIORGIO PIACENTINO 004;1944;S;GA;1151;R;FIUME TREBBIA;AGIP;PC;T;44°56'35,00'';02°43'09,60'' W;0;Sì;No
5597;S.GIORGIO PIACENTINO 006;1944;S;GA;1201;R;FIUME TREBBIA;AGIP;PC;T;44°56'49,50'';02°43'23,60'' W;0;Sì;No
5598;S.GIORGIO PIACENTINO 007;1944;S;GA;899;R;FIUME TREBBIA;AGIP;PC;T;44°56'44,50'';02°42'55,10'' W;0;Sì;No
6273;SPINAZZINO 001;1944;E;GA;465;R;FIUME RENO;AGIP;FE;T;44°42'27,60'';00°51'13,90'' W;0;Sì;No
6338;TENNACOLA 005;1944;E;NP;225;X;TENNACOLA;Sconosciuto;MC;T;43°02'26,00'';00°56'10,00'' E;0;No;No
6339;TENNACOLA 006;1944;E;NP;205;X;TENNACOLA;Sconosciuto;MC;T;43°02'22,00'';00°56'05,00'' E;0;No;No
6695;VAL PAROLA 007;1944;S;NP;302;R;FIDENZA;AGIP;PR;T;44°46'22,40'';02°24'55,90'' W;0;Sì;No
479;BANDO 001;1943;E;NP;208;C;BANDO;SPI;FE;T;44°39'10,30'';00°34'36,00'' W;3348;Sì;No
480;BANDO 001 A;1943;E;GA;359;C;BANDO;SPI;FE;T;44°39'08,80'';00°34'38,50'' W;3348;Sì;No
481;BANDO 002;1943;S;GA;322;C;BANDO;SPI;FE;T;44°39'23,80'';00°36'07,00'' W;3348;Sì;No
482;BANDO 003;1943;S;GA;326;C;BANDO;SPI;FE;T;44°38'48,30'';00°35'19,00'' W;3348;Sì;No
744;BELLENA 017;1943;S;NP;982;R;FIDENZA;AGIP;PR;T;44°51'48,40'';02°15'16,40'' W;0;Sì;No
1026;CA' GIUSTINIAN 007;1943;S;GA;291;R;FIUME PO;AGIP;RO;T;45°01'26,00'';00°11'19,00'' W;0;Sì;No
1110;CAMURANA 001;1943;E;NP;1113;R;CAMURANA;AGIP;MO;T;44°51'26,00'';01°21'58,00'' W;3355;Sì;Sì
1113;CANALETTE 005;1943;S;X;241;R;FIUME PO;AGIP;RO;T;44°58'40,00'';00°12'12,00'' W;0;Sì;No
1114;CANALNUOVO 001;1943;E;NP;225;X;Non disponibile;Sconosciuto;RO;T;;E;0;No;No
1188;CAO MARINA 008;1943;S;GA;185;R;S. A.METANO;S.A.METANO;RO;T;;E;0;No;No
1189;CAO MARINA 009;1943;S;GA;297;R;S. A.METANO;S.A.METANO;RO;T;;E;0;No;No
1190;CAO MARINA 010;1943;S;GA;187;R;S. A.METANO;S.A.METANO;RO;T;;E;0;No;No
1191;CAO MARINA 011;1943;S;GA;297;R;S. A.METANO;S.A.METANO;RO;T;;E;0;No;No
1192;CAO MARINA 012;1943;S;MG;187;R;S. A.METANO;S.A.METANO;RO;T;;E;0;No;No
1193;CAO MARINA 013;1943;S;GA;297;R;S. A.METANO;S.A.METANO;RO;T;;E;0;No;No
1194;CAO MARINA 014;1943;S;GA;187;R;S. A.METANO;S.A.METANO;RO;T;;E;0;No;No
1240;CARPI 001;1943;E;NP;784;C;CARPI;AGIP;MO;T;44°47'41,20'';01°28'16,30'' W;3357;Sì;No
1374;CASTELVETRO 001-R;1943;E;GA;755;R;MARANELLO;AGIP;MO;T;44°31'01,50'';01°30'05,00'' W;0;Sì;No
1576;CERRETO 001 B A;1943;E;NP;153;X;Non disponibile;AGIP;PZ;T;40°32'36,00'';03°06'45,00'' E;0;No;No
1577;CERRETO CR. 001;1943;E;NP;359;X;Non disponibile;AGIP;PZ;T;40°32'37,90'';03°06'45,00'' E;0;No;No
1669;CHERUBINA 001;1943;E;GA;384;M;A.C 27.EA;AGIP;ZA;M;44°24'53,00'';12°18'17,00'';0;No;No
1827;COCCANILE 001;1943;E;X;239;R;GRADIZZA;AGIP;FE;T;44°55'02,00'';00°35'06,00'' W;0;Sì;No
1923;CONFORTIN 001;1943;ST;X;193;R;FIUME PO;AGIP;RO;T;45°02'43,00'';00°23'38,00'' W;0;Sì;No
1977;CORPO RENO 008;1943;S;GA;164;C;CORPO RENO;AGIP;FE;T;44°45'23,00'';01°08'51,50'' W;3367;Sì;No
1978;CORPO RENO 009;1943;S;NP;162;C;CORPO RENO;AGIP;FE;T;44°45'38,00'';01°09'01,00'' W;3367;Sì;No
1979;CORPO RENO 010;1943;S;GA;266;C;CORPO RENO;AGIP;FE;T;44°45'21,00'';01°08'58,00'' W;3367;Sì;No
2515;FARISI CR. 001;1943;E;NP;291;X;Non disponibile;AGIP;PZ;T;40°32'40,50'';03°07'01,00'' E;0;No;No
2523;FELEGARA 001;1943;E;NP;1087;R;FIDENZA;AGIP;PR;T;44°43'37,50'';02°19'39,40'' W;0;Sì;No
2666;FONTEVIVO APPENNINO 006;1943;E;NP;1219;R;FIDENZA;AGIP;PR;T;44°52'25,90'';02°15'17,90'' W;0;Sì;No
2817;GARIGLIANO 001;1943;E;NP;318;X;Non disponibile;AGIP;CE;T;41°13'30,00'';01°19'00,00'' E;0;No;No
2949;GENZANO 003;1943;E;NP;1770;R;GENZANO;AGIP;PZ;T;40°48'18,90'';03°35'41,00'' E;0;No;No
2982;GIOITTO 003;1943;S;GA;840;R;GIOITTO;AGIP;CT;T;37°46'17,00'';02°15'41,00'' E;0;No;No
2983;GIOITTO 004;1943;S;GA;597;R;GIOITTO;AGIP;CT;T;37°46'47,90'';02°15'32,00'' E;0;No;No
2986;GIOITTO 007;1943;S;OG;353;R;GIOITTO;AGIP;CT;T;37°46'35,00'';02°15'43,00'' E;0;No;No
2987;GIOITTO 008;1943;S;GA;260;R;GIOITTO;AGIP;CT;T;37°46'21,00'';02°15'34,00'' E;0;No;No
3197;LA FRATTA CR 001;1943;E;NP;137;X;Non disponibile;AGIP;PZ;T;40°33'31,90'';03°05'17,00'' E;0;No;No
3643;MENA' 001;1943;E;GA;406;C;MENA';AGIP;VR;T;45°05'03,50'';01°00'57,00'' W;3281;Sì;No
3825;MONTALBANO 001;1943;E;GA;1234;R;FIUME RENO;AGIP;FE;T;44°42'46,00'';00°51'57,00'' W;0;Sì;No
4520;PODENZANO 038;1943;S;GA;523;R;FIUME TREBBIA;AGIP;PC;T;44°56'49,90'';02°45'30,60'' W;0;Sì;No
4521;PODENZANO 039;1943;S;OG;801;R;FIUME TREBBIA;AGIP;PC;T;44°56'41,50'';02°45'32,10'' W;0;Sì;No
4522;PODENZANO 040;1943;S;GA;483;R;FIUME TREBBIA;AGIP;PC;T;44°56'53,00'';02°45'50,10'' W;0;Sì;No
4523;PODENZANO 041;1943;S;GA;480;R;FIUME TREBBIA;AGIP;PC;T;44°56'47,50'';02°45'39,60'' W;0;Sì;No
4524;PODENZANO 042;1943;S;NP;525;R;FIUME TREBBIA;AGIP;PC;T;44°57'01,60'';02°45'49,60'' W;0;Sì;No
4530;PODENZANO PROFONDO;1943;P;GA;1690;R;FIUME TREBBIA;AGIP;PC;T;44°56'42,00'';02°45'41,60'' W;0;Sì;No
5278;RIPI 023;1943;S;OL;374;X;RIPI;AGIP;FR;T;41°36'02,90'';00°59'14,00'' E;0;No;No
5281;RIPI 026;1943;S;NP;291;X;RIPI;AGIP;FR;T;41°36'10,90'';00°59'18,00'' E;0;No;No
5282;RIPI 027;1943;S;OL;356;X;RIPI;AGIP;FR;T;41°35'55,00'';00°59'06,00'' E;0;No;No
5283;RIPI 028;1943;S;NP;298;X;RIPI;AGIP;FR;T;41°36'10,90'';00°59'01,00'' E;0;No;No
5284;RIPI 029;1943;S;X;118;X;RIPI;AGIP;FR;T;41°36'02,90'';00°59'14,00'' E;0;No;No
5285;RIPI 030;1943;S;OL;291;X;RIPI;AGIP;FR;T;41°36'07,90'';00°59'16,00'' E;0;No;No
5286;RIPI 031;1943;S;OL;179;X;RIPI;AGIP;FR;T;41°35'50,00'';00°59'18,00'' E;0;No;No
5287;RIPI 032;1943;S;NP;396;X;RIPI;AGIP;FR;T;41°36'12,90'';00°58'41,00'' E;0;No;No
5288;RIPI 033;1943;S;NP;298;X;RIPI;AGIP;FR;T;41°35'49,00'';00°59'36,00'' E;0;No;No
5289;RIPI 034;1943;S;OL;271;X;RIPI;AGIP;FR;T;41°35'51,00'';00°59'01,00'' E;0;No;No
5290;RIPI 035;1943;S;OL;281;X;RIPI;AGIP;FR;T;41°35'52,90'';00°59'16,00'' E;0;No;No
5291;RIPI 036;1943;S;OL;272;X;RIPI;AGIP;FR;T;41°35'49,00'';00°59'09,00'' E;0;No;No
5292;RIPI 037;1943;S;X;199;X;RIPI;AGIP;FR;T;41°35'42,90'';00°59'22,00'' E;0;No;No
5330;RIVISONDOLI 002;1943;E;NP;99;R;RIVISONDOLI;SOMICEM;AQ;T;41°51'58,00'';01°37'15,00'' E;2222;Sì;No
5331;RIVISONDOLI 003;1943;E;NP;160;R;RIVISONDOLI;SOMICEM;AQ;T;41°52'13,00'';01°37'47,00'' E;2222;Sì;No
5332;RIVISONDOLI 004;1943;E;NP;75;R;RIVISONDOLI;SOMICEM;AQ;T;41°51'13,00'';01°37'47,00'' E;2222;Sì;No
5333;RIVISONDOLI 005;1943;E;NP;60;R;RIVISONDOLI;SOMICEM;AQ;T;41°52'25,00'';01°37'00,00'' E;2222;Sì;No
5471;ROVACCHIA 029;1943;S;OL;135;R;FIDENZA;AGIP;PR;T;44°47'50,00'';02°26'35,90'' W;0;Sì;No
5574;S.FILIPPO 001;1943;E;NP;647;X;Non disponibile;AGIP;FR;T;41°37'02,90'';00°56'00,00'' E;0;Sì;No
5575;S.FILIPPO 002;1943;E;NP;54;X;Non disponibile;AGIP;FR;T;41°37'17,90'';00°56'03,00'' E;0;Sì;No
5593;S.GIORGIO PIACENTINO 002;1943;E;GA;1423;R;FIUME TREBBIA;AGIP;PC;T;44°56'51,00'';02°43'11,10'' W;0;Sì;No
5594;S.GIORGIO PIACENTINO 003;1943;S;GA;1153;R;FIUME TREBBIA;AGIP;PC;T;44°56'44,50'';02°43'08,60'' W;0;Sì;No
5596;S.GIORGIO PIACENTINO 005;1943;S;X;100;R;FIUME TREBBIA;AGIP;PC;T;44°56'17,00'';02°43'10,10'' W;0;Sì;No
5701;S.PANCRAZIO 004;1943;E;NP;870;C;S. PANCRAZIO;AGIP;PR;T;44°48'51,40'';02°13'12,00'' W;3309;Sì;No
5702;S.PANCRAZIO 005;1943;S;NP;671;R;FIDENZA;AGIP;PR;T;44°47'44,00'';02°14'02,40'' W;0;Sì;No
6335;TENNACOLA 002;1943;E;NP;150;X;TENNACOLA;Sconosciuto;MC;T;43°02'24,00'';00°56'20,00'' E;0;No;No
6337;TENNACOLA 004;1943;E;NP;205;X;TENNACOLA;Sconosciuto;MC;T;43°02'20,00'';00°56'09,00'' E;0;No;No
6355;TIPANO 001;1943;ST;X;318;R;BERTINORO;AGIP;FO;T;44°09'14,50'';00°15'37,50'' W;0;Sì;No
6373;TOCCO 015;1943;S;OL;89;X;TOCCO;AGIP;PE;T;42°11'38,80'';01°27'30,80'' E;0;Sì;No
6375;TOCCO 017;1943;S;NP;233;X;TOCCO;AGIP;PE;T;42°11'29,70'';01°27'39,40'' E;0;Sì;No
6378;TOCCO 020;1943;S;OL;157;X;TOCCO;AGIP;PE;T;42°11'45,10'';01°27'18,90'' E;0;Sì;No
